Brand,Model,Mileage,Transmission,Price,Year,Engine CC,Date Posted
BMW,X5,"68,000 km",Automatic,"650,000 EGP",2018,1000,2026-03-28
Ford,Kuga,"68,000 km",Automatic,"600,000 EGP",2014,1200,2026-03-28
Mercedes,GLC 200,"170,000 km",Automatic,"700,000 EGP",2012,1600,2026-03-28
Honda,Civic,"217,000 km",Automatic,"650,000 EGP",2015,1500,2026-03-28
Mercedes,E200,"266,808 km",Manual,"270,000 EGP",2007,1400,2026-03-28
Mercedes,E200,"214,000 km",Automatic,"980,000 EGP",2010,1600,2026-03-28
Volkswagen,Jetta,"10,000 km",Manual,"170,000 EGP",2000,1300,2026-03-28
Daewoo,Lanos,"8,000 km",Automatic,"1,550,000 EGP",2026,1600,2026-03-27
Skoda,Octavia,"50,000 km",Automatic,"750,000 EGP",2023,1600,2026-03-27
Hyundai,Tucson NX4e,"38,000 km",Automatic,"2,200,000 EGP",2018,1600,2026-03-27
Seat,Toledo,"49,000 km",Automatic,"1,750,000 EGP",2020,3500,2026-03-27
Jetour,X95,"72,000 km",Automatic,"1,250,000 EGP",2020,1000,2026-03-27
Skoda,Felicia,"70,000 km",Automatic,"2,450,000 EGP",2023,1400,2026-03-27
Chery,Envy,"186,000 km",Automatic,"520,000 EGP",2009,1600,2026-03-27
Hyundai,Santa Fe,"135,000 km",Automatic,"1,850,000 EGP",2021,1400,2026-03-27
Great Wall,C30,"212,000 km",Automatic,"550,000 EGP",2016,1600,2026-03-27
BMW,318i,"6,000 km",Automatic,"1,399,000 EGP",2024,1600,2026-03-27
Mercedes,E200,"85,000 km",Automatic,"720,000 EGP",2022,1500,2026-03-27
Seat,Tarraco,"44,000 km",Automatic,"5,100,000 EGP",2020,4400,2026-03-27
Opel,Vectra,"120,000 km",Automatic,"1,680,000 EGP",2019,1400,2026-03-27
"230,000 EGP",Speranza A113 2011,"68,000 km",Automatic,"1,400,000 EGP",2022,1600,2026-03-27
Speranza,A113,"183,000 km",Automatic,"510,000 EGP",2020,1500,2026-03-27
Nissan,Sentra,"8,500 km",Automatic,"13,600,000 EGP",2024,3000,2026-03-27
Kia,Rio,"16,000 km",Automatic,"9,750,000 EGP",2024,3000,2026-03-27
Opel,Cross Land,"205,000 km",Automatic,"410,000 EGP",2003,1600,2026-03-27
Volkswagen,Polo,"220,000 km",Automatic,"350,000 EGP",2003,1600,2026-03-27
Fiat,Uno,"148,000 km",Automatic,"1,250,000 EGP",2017,1500,2026-03-27
Daewoo,Lanos II,"70,000 km",Manual,"420,000 EGP",2020,1000,2026-03-27
Mitsubishi,Galant,"191,000 km",Automatic,"480,000 EGP",2017,1200,2026-03-27
BYD,L3,"138,874 km",Automatic,"700,000 EGP",2017,1200,2026-03-27
Daihatsu,Terios,"235,000 km",Automatic,"250,000 EGP",2000,1500,2026-03-27
Renault,Megane,"275,000 km",Automatic,"630,000 EGP",2009,3600,2026-03-27
Mercedes,EQV 300,"138,000 km",Automatic,"475,000 EGP",2010,1600,2026-03-27
Hummer,Hummer EV SUV,225 km,Automatic,"360,000 EGP",2005,1600,2026-03-27
Mercedes,G580 with EQ Technology,"90,000 km",Automatic,"2,400,000 EGP",2024,1400,2026-03-27
Jeep,Cherokee,"200,000 km",Automatic,"750,060 EGP",2019,1600,2026-03-27
BMW,i7,"68,000 km",Automatic,"600,000 EGP",2014,1200,2026-03-27
Mercedes,V300,216 km,Manual,"230,000 EGP",2002,1500,2026-03-27
Mitsubishi,Lancer,"240,000 km",Automatic,"350,000 EGP",2008,1300,2026-03-27
Skoda,Octavia A4,"42,500 km",Automatic,"1,550,000 EGP",2021,1600,2026-03-27
Daewoo,Leganza,"34,000 km",Automatic,"610,000 EGP",2019,1600,2026-03-27
BMW,320i,"295,000 km",Automatic,"455,000 EGP",2013,1600,2026-03-27
Opel,Insignia,"142,000 km",Automatic,"455,000 EGP",2008,1300,2026-03-27
Proton,Gen 2,"250,000 km",Automatic,"400,000 EGP",1999,3000,2026-03-27
Renault,Logan,"2,500 km",Automatic,"3,300,000 EGP",2026,1600,2026-03-27
Renault,Austral,"122,000 km",Automatic,"1,000,000 EGP",2015,1600,2026-03-27
Kia,Sportage,"16,000 km",Automatic,"960,000 EGP",2024,1400,2026-03-27
"520,000 EGP",Brilliance V5 2013,"158,000 km",Manual,"320,000 EGP",2004,1300,2026-03-27
Brilliance,V5,"113,000 km",Automatic,"3,600,000 EGP",2019,3000,2026-03-27
Suzuki,Grand Vitara,"268,000 km",Automatic,"430,000 EGP",2004,1600,2026-03-27
Skoda,Rapid,"156,000 km",Automatic,"650,000 EGP",2014,1600,2026-03-27
Ford,Kuga,"157,000 km",Automatic,"1,550,000 EGP",2022,1600,2026-03-27
Jeep,Liberty,"280,000 km",Manual,"130,000 EGP",2006,1300,2026-03-26
Skoda,Octavia A5,"300,000 km",Manual,"280,000 EGP",2010,1600,2026-03-26
Volkswagen,Passat,140 km,Manual,"450,000 EGP",2015,1600,2026-03-26
Mercedes,E 180,"55,000 km",Automatic,"2,600,000 EGP",2020,1600,2026-03-26
Opel,Corsa,"106,000 km",Automatic,"2,250,000 EGP",2018,5700,2026-03-26
Volkswagen,Golf,"230,000 km",Automatic,"1,250,000 EGP",2011,3800,2026-03-26
Nissan,Tiida,"195,000 km",Manual,"365,000 EGP",2005,1600,2026-03-26
Volkswagen,CC,"173,000 km",Automatic,"250,000 EGP",2003,1600,2026-03-26
Nissan,Sunny,"380,000 km",Manual,"320,000 EGP",2008,1600,2026-03-26
BMW,X1,"220,000 km",Automatic,"1,000,000 EGP",2019,1400,2026-03-26
Renault,Duster,"245,000 km",Automatic,"450,000 EGP",2016,1600,2026-03-26
Mercedes,B 200,"240,000 km",Automatic,"590,000 EGP",2009,1600,2026-03-26
Renault,Fluence,"180,000 km",Automatic,"750,000 EGP",2015,1600,2026-03-26
Hyundai,Elantra HD,450 km,Automatic,"900,000 EGP",2020,1600,2026-03-26
Fiat,127,"182,000 km",Manual,"240,000 EGP",2011,1500,2026-03-26
Ford,Escort,"290,000 km",Automatic,"550,000 EGP",2009,1600,2026-03-26
Chery,Tiggo,"210,000 km",Automatic,"450,000 EGP",2011,1500,2026-03-26
Seat,Leon,"139,000 km",Automatic,"750,000 EGP",2010,3700,2026-03-26
Citroen,C3 Picasso,"32,000 km",Automatic,"850,000 EGP",2022,1200,2026-03-26
Honda,Civic,"39,000 km",Automatic,"1,550,000 EGP",2024,1600,2026-03-26
Nissan,Sunny,"45,000 km",Automatic,"800,000 EGP",2022,1500,2026-03-26
Daewoo,Leganza,"34,000 km",Automatic,"1,750,000 EGP",2021,1400,2026-03-26
"1,250,000 EGP",Audi Q3 2015,"54,000 km",Automatic,"1,200,000 EGP",2022,1200,2026-03-26
Audi,Q3,"245,000 km",Automatic,"580,000 EGP",2016,1600,2026-03-26
Hyundai,Elantra AD,"146,000 km",Automatic,"820,000 EGP",2017,1600,2026-03-26
Chevrolet,Cruze,"190,000 km",Automatic,"725,000 EGP",2010,1600,2026-03-26
Opel,Vectra,"80,000 km",Manual,"340,000 EGP",2006,1500,2026-03-26
Chevrolet,Lanos,"135,000 km",Automatic,"790,000 EGP",2015,1500,2026-03-26
Hyundai,Tucson,"157,900 km",Automatic,"550,000 EGP",2015,1500,2026-03-26
Mercedes,C200,"30,000 km",Automatic,"5,250,000 EGP",2010,6000,2026-03-26
Kia,Sportage,"220,000 km",Automatic,"540,000 EGP",2016,1400,2026-03-26
Kia,Sportage,"254,580 km",Automatic,"350,000 EGP",2011,1600,2026-03-26
Volkswagen,Polo,"188,000 km",Automatic,"475,000 EGP",2011,1500,2026-03-26
Jaguar,E-PACE,"218,000 km",Automatic,"600,000 EGP",2017,1400,2026-03-26
BMW,218i,"5,747 km",Manual,"160,000 EGP",2011,1600,2026-03-26
SsangYong,Tivoli,"10,000 km",Automatic,"5,000,000 EGP",2023,600,2026-03-26
Changan,Benni Mini,"15,000 km",Automatic,"4,100,000 EGP",2022,2000,2026-03-26
Mitsubishi,Eclipse,"127,000 km",Automatic,"460,000 EGP",2013,1600,2026-03-26
Kia,K5,"146,000 km",Manual,"90,000 EGP",1997,1300,2026-03-26
Jeep,Grand Cherokee,"9,300 km",Automatic,"1,900,000 EGP",2024,1300,2026-03-26
Kia,Sportage,"16,000 km",Automatic,"2,730,000 EGP",2022,600,2026-03-26
Suzuki,Swift Dzire,"18,000 km",Automatic,"1,800,000 EGP",2023,600,2026-03-26
Opel,Mokka,"199,800 km",Automatic,"1,300,000 EGP",2017,1500,2026-03-26
Nissan,Sunny,"18,600 km",Automatic,"2,000,000 EGP",2023,1500,2026-03-26
Ford,Focus,"122,000 km",Automatic,"780,000 EGP",2016,1600,2026-03-26
Kia,Picanto,"92,000 km",Automatic,"165,000 EGP",1994,1500,2026-03-25
Kia,Cerato,"61,000 km",Automatic,"2,350,000 EGP",2024,1400,2026-03-25
Ford,Fusion,"339,900 km",Automatic,"700,000 EGP",2008,2000,2026-03-25
Renault,Clio,"111,000 km",Automatic,"2,250,000 EGP",2020,2000,2026-03-25
"980,000 EGP",Mercedes C180 2010,"80,000 km",Automatic,"2,900,000 EGP",2024,2000,2026-03-25
Mercedes,C180,"220,000 km",Manual,"215,000 EGP",2003,1400,2026-03-25
Ford,Fiesta,"140,000 km",Automatic,"500,000 EGP",2016,1600,2026-03-25
Hyundai,Elantra CN7,315 km,Manual,"350,000 EGP",2008,1300,2026-03-25
Citroen,C-Elysee,"64,000 km",Automatic,"4,200,000 EGP",2022,2000,2026-03-25
Mercedes,C180,"65,000 km",Automatic,"6,800,000 EGP",2019,5000,2026-03-25
Kia,Sorento,700 km,Automatic,"4,350,000 EGP",2022,2000,2026-03-25
Audi,Q2,"90,368 km",Automatic,"1,200,000 EGP",2020,1400,2026-03-25
Mercedes,CLA 200,"62,500 km",Automatic,"625,000 EGP",2023,1500,2026-03-25
Skoda,Fantasia,"12,000 km",Automatic,"600,000 EGP",2023,1500,2026-03-25
Skoda,Superb,"400,000 km",Manual,"520,000 EGP",2006,1300,2026-03-25
Peugeot,3008,"120,000 km",Automatic,"480,000 EGP",2014,1600,2026-03-25
Geely,Okavango,"96,000 km",Manual,"350,000 EGP",2020,1600,2026-03-25
MG,5,"74,000 km",Automatic,"850,000 EGP",2021,1500,2026-03-25
BMW,X7,"185,000 km",Manual,"275,000 EGP",2013,1300,2026-03-25
Skoda,KODIAQ,"250,000 km",Automatic,"350,000 EGP",2008,1600,2026-03-25
Peugeot,508,162 km,Automatic,"470,000 EGP",2012,1500,2026-03-25
Chevrolet,Aveo,"30,000 km",Manual,"155,000 EGP",2001,1600,2026-03-25
Range Rover,VOGUE,"140,000 km",Automatic,"1,250,000 EGP",2012,1600,2026-03-25
Range Rover,Sport,"258,000 km",Automatic,"1,400,000 EGP",2018,2000,2026-03-25
Hyundai,Matrix,"157,000 km",Automatic,"530,000 EGP",2019,1600,2026-03-25
Opel,Vectra,"24,000 km",Automatic,"1,650,000 EGP",2013,1600,2026-03-25
BMW,418i,"140,000 km",Automatic,"1,200,000 EGP",2019,1000,2026-03-25
Suzuki,Spresso,"18,000 km",Manual,"190,000 EGP",1991,1400,2026-03-25
Renault,18,"210,000 km",Automatic,"420,000 EGP",2015,1600,2026-03-25
Nissan,Qashqai,"85,000 km",Automatic,"800,000 EGP",2022,1200,2026-03-25
Daewoo,Nubira,"17,000 km",Automatic,"765,000 EGP",2021,1600,2026-03-25
"630,000 EGP",Jeep Cherokee 2009,"336,000 km",Automatic,"1,500,000 EGP",2009,4000,2026-03-25
Jeep,Cherokee,"369,020 km",Automatic,"485,000 EGP",2013,1600,2026-03-25
Hyundai,Matrix,"274,000 km",Automatic,"830,000 EGP",2008,1600,2026-03-25
Mitsubishi,Lancer,"320,000 km",Manual,"145,000 EGP",1991,1300,2026-03-25
Skoda,KODIAQ,"22,000 km",Automatic,"3,500,000 EGP",2024,2400,2026-03-25
Hyundai,Elantra AD,"20,000 km",Automatic,"3,125,000 EGP",2025,511,2026-03-25
Kia,Picanto,"12,000 km",Automatic,"9,000,000 EGP",2024,3000,2026-03-25
Daewoo,Lanos II,"31,000 km",Automatic,"9,400,000 EGP",2023,4000,2026-03-25
Honda,City,"3,335 km",Automatic,"19,000,000 EGP",2024,4000,2026-03-25
Hyundai,Tucson,"45,000 km",Automatic,"5,600,000 EGP",2023,5300,2026-03-25
Nissan,Sentra,"7,000 km",Automatic,"8,300,000 EGP",2025,3000,2026-03-25
Opel,Astra,900 km,Automatic,"4,300,000 EGP",2024,2000,2026-03-25
Toyota,Yaris,"94,000 km",Automatic,"1,850,000 EGP",2020,1600,2026-03-25
BMW,525i,"159,000 km",Automatic,"1,500,000 EGP",2019,2000,2026-03-25
Kia,Sorento,"133,000 km",Automatic,"630,000 EGP",2015,1600,2026-03-25
Kia,Sportage,"163,000 km",Automatic,"460,000 EGP",2016,1200,2026-03-24
Changan,CS35 PLUS,"190,000 km",Automatic,"1,150,000 EGP",2017,1500,2026-03-24
Skoda,Fabia,"95,000 km",Automatic,"900,000 EGP",2020,1200,2026-03-24
Porsche,Cayenne,"179,000 km",Automatic,"1,000,000 EGP",2013,2000,2026-03-24
Mitsubishi,Lancer,"50,000 km",Automatic,"2,950,000 EGP",2023,1500,2026-03-24
Mitsubishi,Lancer,"19,600 km",Manual,"290,000 EGP",2008,1000,2026-03-24
Peugeot,3008,"14,000 km",Automatic,"3,100,000 EGP",2018,1600,2026-03-24
Lada,2110,"76,000 km",Automatic,"760,000 EGP",2021,1500,2026-03-24
Hyundai,Verna,"194,000 km",Automatic,"890,000 EGP",2019,1600,2026-03-24
Hyundai,Verna,"98,000 km",Automatic,"2,150,000 EGP",2019,1600,2026-03-24
Mercedes,C200,"210,000 km",Automatic,"750,000 EGP",2014,1400,2026-03-24
Jeep,Grand Cherokee,"140,000 km",Automatic,"550,000 EGP",2020,1300,2026-03-24
"1,250,000 EGP",Mitsubishi Pajero 2011,"10,000 km",Automatic,"1,400,000 EGP",2026,1600,2026-03-24
Mitsubishi,Pajero,"87,000 km",Automatic,"1,490,000 EGP",2018,1600,2026-03-24
Hyundai,Matrix,"178,000 km",Manual,"135,000 EGP",2008,1300,2026-03-24
Opel,Astra,"55,000 km",Automatic,"1,725,000 EGP",2024,1600,2026-03-24
Suzuki,Grand Vitara,"187,600 km",Automatic,"470,000 EGP",2018,1500,2026-03-24
Audi,A3,"211,111 km",Manual,"350,000 EGP",2012,1600,2026-03-24
Seat,Toledo,"4,800 km",Manual,"650,000 EGP",2024,1500,2026-03-24
Honda,Civic,"93,000 km",Automatic,"1,170,000 EGP",2016,1600,2026-03-24
Peugeot,508,"173,000 km",Manual,"280,000 EGP",2005,1600,2026-03-24
Hyundai,Elantra AD,"152,000 km",Manual,"360,000 EGP",2010,1600,2026-03-24
Chevrolet,Lanos,"178,000 km",Automatic,"400,000 EGP",2011,1400,2026-03-24
Skoda,Octavia,"95,000 km",Automatic,"1,850,000 EGP",2015,1600,2026-03-24
Peugeot,3008,"185,000 km",Automatic,"850,000 EGP",2019,1600,2026-03-24
Jeep,Cherokee,"189,000 km",Automatic,"880,000 EGP",2019,1600,2026-03-24
Opel,Corsa,"68,000 km",Automatic,"2,200,000 EGP",2024,2000,2026-03-24
Opel,Grand Land,"296,000 km",Automatic,"390,000 EGP",2004,1600,2026-03-24
Toyota,Belta,"121,000 km",Automatic,"450,000 EGP",2016,1500,2026-03-24
Volkswagen,Passat,"114,000 km",Automatic,"720,000 EGP",2012,1600,2026-03-24
Peugeot,2008,"30,000 km",Automatic,"1,000,000 EGP",2022,1500,2026-03-24
Seat,Toledo,"222,000 km",Automatic,"350,000 EGP",1999,1500,2026-03-24
Subaru,XV,"150,000 km",Automatic,"750,000 EGP",2013,1600,2026-03-24
Mini,Cooper S,"177,000 km",Automatic,"550,000 EGP",2012,1600,2026-03-24
Hyundai,Verna,"82,000 km",Automatic,"400,000 EGP",2015,1600,2026-03-24
Mini,Cooper,"126,500 km",Automatic,"625,000 EGP",2020,1400,2026-03-24
Ford,Focus,"20,000 km",Automatic,"6,800,000 EGP",2023,4000,2026-03-24
Bentley,Flying spur,"180,000 km",Manual,"360,000 EGP",2010,1600,2026-03-24
Kia,Rio,152 km,Manual,"155,000 EGP",1994,1100,2026-03-24
"350,000 EGP",Nissan Tiida 2011,"142,000 km",Automatic,"1,250,000 EGP",2018,2000,2026-03-24
Nissan,Tiida,"46,000 km",Automatic,"1,100,000 EGP",2022,1600,2026-03-24
Hyundai,Matrix,"192,000 km",Manual,"420,000 EGP",2010,1600,2026-03-24
Mazda,M3,"200,000 km",Manual,"180,000 EGP",2000,1500,2026-03-24
Lada,2107,"143,000 km",Automatic,"700,000 EGP",2018,1000,2026-03-24
Mercedes,EQE 350,179 km,Automatic,"500,000 EGP",2017,1600,2026-03-24
Mercedes,E200,"80,000 km",Automatic,"855,000 EGP",2022,1600,2026-03-23
Renault,Fluence,"4,000 km",Automatic,"660,000 EGP",2025,1500,2026-03-23
Skoda,Felicia,"199,000 km",Automatic,"450,000 EGP",2016,1600,2026-03-23
Mercedes,GLA 200,"92,000 km",Automatic,"1,200,000 EGP",2020,1500,2026-03-23
Mercedes,EQE 350,"94,000 km",Manual,"210,000 EGP",2011,1300,2026-03-23
Tesla,Model Y,220 km,Manual,"170,000 EGP",2000,1300,2026-03-23
BMW,418i,"300,000 km",Automatic,"530,000 EGP",2011,1600,2026-03-23
Mercedes,C200,170 km,Automatic,"970,000 EGP",2021,1200,2026-03-23
Kia,Cerato,"192,000 km",Automatic,"920,000 EGP",2019,1600,2026-03-23
Hyundai,Elantra,"13,000 km",Automatic,"820,000 EGP",2023,1200,2026-03-23
Skoda,KODIAQ,"31,000 km",Automatic,"8,200,000 EGP",2021,2000,2026-03-23
BMW,520i,"220,000 km",Manual,"320,000 EGP",2008,2000,2026-03-23
Jaguar,F-PACE,"27,000 km",Automatic,"380,000 EGP",2012,1600,2026-03-23
BMW,420i Convertible,"134,000 km",Automatic,"550,000 EGP",2022,1500,2026-03-23
Citroen,C3,"162,000 km",Automatic,"1,100,000 EGP",2017,1500,2026-03-23
Renault,Sandero Stepway,"223,000 km",Automatic,"1,250,000 EGP",2013,2000,2026-03-23
Toyota,Yaris,"23,500 km",Automatic,"3,350,000 EGP",2024,2000,2026-03-23
Mercedes,CLS 350,"208,000 km",Automatic,"650,000 EGP",2019,1500,2026-03-23
Range Rover,VOGUE,"266,000 km",Automatic,"975,000 EGP",2008,1800,2026-03-23
Mercedes,E200,"95,000 km",Automatic,"850,000 EGP",2016,1600,2026-03-23
Seat,ATECA,"50,000 km",Automatic,"7,950,000 EGP",2020,2000,2026-03-23
"625,000 EGP","D.P.312,500","90,000 km",Automatic,"850,000 EGP",2020,1600,2026-03-23
Nissan,Sunny,"2,700 km",Automatic,"1,800,000 EGP",2024,450,2026-03-23
BYD,F3,"60,000 km",Automatic,"440,000 EGP",2022,1600,2026-03-23
Toyota,Corolla,155 km,Automatic,"470,000 EGP",2017,1600,2026-03-23
Chevrolet,Cruze,"400,000 km",Automatic,"330,000 EGP",2007,1600,2026-03-23
Lada,Granta,"450,000 km",Manual,"60,000 EGP",1988,1100,2026-03-23
Honda,City,"174,000 km",Automatic,"445,000 EGP",2009,1600,2026-03-23
Daewoo,Lanos II,"200,000 km",Manual,"115,000 EGP",2000,1300,2026-03-23
Chevrolet,Optra,"30,000 km",Automatic,"1,200,000 EGP",2022,1400,2026-03-23
Hyundai,Accent,"50,000 km",Automatic,"5,200,000 EGP",2020,4400,2026-03-23
Peugeot,206,"55,000 km",Automatic,"1,450,000 EGP",2021,1600,2026-03-23
Mercedes,C180,"250,000 km",Automatic,"450,000 EGP",2011,1600,2026-03-23
BMW,X1,"10,000 km",Automatic,"3,460,000 EGP",2026,4000,2026-03-23
Renault,Sandero,"127,000 km",Automatic,"1,500,000 EGP",2019,1600,2026-03-23
Mercedes,C180,"90,000 km",Automatic,"780,000 EGP",2022,1200,2026-03-23
Audi,Q2,"317,000 km",Automatic,"400,000 EGP",2008,1600,2026-03-23
Suzuki,Swift,"139,000 km",Automatic,"1,200,000 EGP",2020,1600,2026-03-23
Chevrolet,Aveo,"160,000 km",Automatic,"900,000 EGP",2019,1500,2026-03-23
Opel,Corsa,"200,000 km",Manual,"280,000 EGP",1998,1600,2026-03-23
Nissan,Sentra,"220,000 km",Automatic,"650,000 EGP",2009,1600,2026-03-23
Toyota,Prado,"113,000 km",Automatic,"550,000 EGP",2014,1300,2026-03-23
Nissan,Qashqai,"10,000 km",Automatic,"1,100,000 EGP",2025,1500,2026-03-23
Mercedes,C200,"270,000 km",Automatic,"595,000 EGP",2018,1600,2026-03-23
Mitsubishi,Colt,"401,500 km",Automatic,"350,000 EGP",2007,1600,2026-03-23
Toyota,GR86,"80,000 km",Automatic,"1,920,000 EGP",2020,2000,2026-03-22
BMW,i4,"300,000 km",Automatic,"480,000 EGP",2008,2400,2026-03-22
Ford,Bronco Raptor,"30,000 km",Automatic,"4,200,000 EGP",2024,2000,2026-03-22
"9,400,000 EGP",Mercedes E 63S 2023,93 km,Automatic,"670,000 EGP",2021,1500,2026-03-22
Mercedes,E 63S,"150,000 km",Automatic,"270,000 EGP",1999,2000,2026-03-22
Bentley,Bentiaga,"1,500 km",Automatic,"1,790,000 EGP",2024,1600,2026-03-22
GMC,Yukon,"114,000 km",Automatic,"850,000 EGP",2021,1600,2026-03-22
BMW,M3,"78,100 km",Automatic,"620,000 EGP",2015,1600,2026-03-22
BMW,520i,"170,000 km",Automatic,"950,000 EGP",2021,1600,2026-03-22
Mercedes,GLA 200,"90,000 km",Automatic,"3,150,000 EGP",2020,2000,2026-03-22
BMW,X1,"80,000 km",Manual,"380,000 EGP",2009,1100,2026-03-22
Ford,Focus,"53,000 km",Automatic,"790,000 EGP",2024,1600,2026-03-22
Kia,Picanto,"145,000 km",Automatic,"750,000 EGP",2016,1600,2026-03-22
BMW,318i,"5,000 km",Automatic,"3,150,000 EGP",2025,1500,2026-03-22
Opel,Cross Land,"425,000 km",Automatic,"420,000 EGP",2008,1600,2026-03-22
BMW,320i,"130,000 km",Automatic,"310,000 EGP",2000,1600,2026-03-22
Mercedes,C200,"350,000 km",Manual,"140,000 EGP",2004,1400,2026-03-22
Chevrolet,Spark,"152,000 km",Automatic,"880,000 EGP",2014,1600,2026-03-22
Mercedes,E 180,"290,000 km",Automatic,"400,000 EGP",2006,1500,2026-03-22
MG,ZS,"53,000 km",Automatic,"780,000 EGP",2020,1400,2026-03-22
Citroen,C4 Grand Picasso,"50,000 km",Automatic,"1,550,000 EGP",2023,1600,2026-03-22
Mercedes,C180,"220,000 km",Automatic,"750,000 EGP",2020,1500,2026-03-22
Subaru,XV,"110,000 km",Automatic,"650,000 EGP",2017,1600,2026-03-22
Geely,X 7,"147,000 km",Automatic,"2,350,000 EGP",2018,4400,2026-03-22
Soueast,S 09,"1,311 km",Automatic,"2,800,000 EGP",2024,2000,2026-03-22
Mercedes,CLA 180,"45,000 km",Automatic,"9,750,000 EGP",2021,5000,2026-03-22
Chana,Benni,"90,000 km",Automatic,"1,850,000 EGP",2017,2000,2026-03-22
Hyundai,Tucson NX4e,"29,000 km",Automatic,"4,000,000 EGP",2021,2000,2026-03-22
Nissan,N7,"96,000 km",Automatic,"1,620,000 EGP",2017,3000,2026-03-22
Renault,Logan,"104,000 km",Automatic,"530,000 EGP",2019,,2026-03-22
"650,000 EGP",BYD F3 2024,"13,000 km",Manual,"220,000 EGP",2011,1500,2026-03-22
BYD,F3,"10,000 km",Automatic,"2,900,000 EGP",2025,1500,2026-03-22
Mercedes,A200,"250,000 km",Manual,"160,000 EGP",1998,1400,2026-03-22
Opel,Corsa,"129,000 km",Automatic,"1,450,000 EGP",2015,1600,2026-03-22
Proton,Gen 2,"205,000 km",Automatic,"1,050,000 EGP",2014,1500,2026-03-22
Fiat,Punto Evo,"168,000 km",Manual,"585,000 EGP",2012,1600,2026-03-22
Mercedes,C180,"195,000 km",Manual,"285,000 EGP",2011,1500,2026-03-22
Citroen,C4 Grand Picasso,"82,000 km",Automatic,"800,000 EGP",2021,1600,2026-03-22
Subaru,XV,"231,000 km",Automatic,"800,000 EGP",2015,1400,2026-03-22
Alfa Romeo,Tonale,"226,000 km",Automatic,"470,000 EGP",2017,1600,2026-03-22
Honda,HR-V,"5,000 km",Automatic,"2,150,000 EGP",2025,1500,2026-03-22
Chevrolet,Aveo,"285,000 km",Automatic,"500,000 EGP",2013,1600,2026-03-22
Kia,Cadenza,"50,000 km",Automatic,"1,700,000 EGP",2022,1400,2026-03-22
Ford,Focus,"145,000 km",Automatic,"1,950,000 EGP",2019,2000,2026-03-22
Daewoo,Nubira,"292,000 km",Automatic,"485,000 EGP",2007,3600,2026-03-22
Mini,Cooper S Countryman,"200,000 km",Automatic,"180,000 EGP",1998,1500,2026-03-21
Peugeot,3008,"100,000 km",Automatic,"1,150,000 EGP",2022,1600,2026-03-21
Renault,Logan,"200,000 km",Manual,"170,000 EGP",2008,1500,2026-03-21
Kia,Pegas,370 km,Manual,"200,000 EGP",2001,1500,2026-03-21
Mercedes,GLS 580,"103,000 km",Automatic,"730,000 EGP",2017,1600,2026-03-21
Chery,Tiggo,"15,900 km",Automatic,"5,300,000 EGP",2023,4000,2026-03-21
Fiat,Uno,"1,500 km",Automatic,"2,700,000 EGP",2024,,2026-03-21
BMW,320i,"209,000 km",Automatic,"450,000 EGP",2014,1600,2026-03-21
Chery,Tiggo 8 PRO,"150,000 km",Automatic,"550,000 EGP",2013,1600,2026-03-21
Chevrolet,Optra,"197,000 km",Automatic,"715,000 EGP",2014,1400,2026-03-21
Kia,Sephia,"140,000 km",Automatic,"900,000 EGP",2021,1200,2026-03-21
Ford,Focus,"61,000 km",Automatic,"900,000 EGP",2016,1500,2026-03-21
"500,000 EGP",Mazda 2 2017,"200,000 km",Automatic,"520,000 EGP",2012,1600,2026-03-21
Mazda,2,"13,000 km",Automatic,"2,150,000 EGP",2025,1600,2026-03-21
Renault,Megane,"456,000 km",Manual,"135,000 EGP",1997,1500,2026-03-21
Chery,Arrizo 5,"27,000 km",Automatic,"1,900,000 EGP",2024,1400,2026-03-21
Chevrolet,Cruze,"200,000 km",Automatic,"800,000 EGP",2013,1200,2026-03-21
Skoda,KAROQ,"150,000 km",Automatic,"750,000 EGP",2015,1600,2026-03-21
Speranza,A113,"150,000 km",Automatic,"700,000 EGP",2022,1600,2026-03-21
Skoda,Felicia,"82,000 km",Manual,"335,000 EGP",2004,1100,2026-03-21
Hyundai,Elantra HD,"180,000 km",Manual,"450,000 EGP",2021,1500,2026-03-21
Renault,Kadjar,"173,000 km",Automatic,"450,000 EGP",2004,1300,2026-03-21
Opel,Grand Land,"55,200 km",Automatic,"450,000 EGP",2018,1500,2026-03-21
Opel,Corsa,"131,000 km",Automatic,"950,000 EGP",2020,1600,2026-03-21
Range Rover,Sport,"157,000 km",Automatic,"550,000 EGP",2014,1600,2026-03-21
Mahindra,Scorpio,"255,000 km",Manual,"85,000 EGP",1994,1300,2026-03-21
Peugeot,408,"200,000 km",Automatic,"3,020,000 EGP",2005,1600,2026-03-21
JAC,J7,"95,000 km",Automatic,"840,000 EGP",2021,1500,2026-03-21
BMW,318i,"70,000 km",Automatic,"1,750,000 EGP",2019,2000,2026-03-21
BMW,328i,"11,000 km",Automatic,"850,000 EGP",2023,1500,2026-03-21
Porsche,Cayman,"60,000 km",Automatic,"985,000 EGP",2021,1500,2026-03-21
Suzuki,Ertiga,11 km,Manual,"140,000 EGP",1976,1400,2026-03-21
Mercedes,C200,"222,000 km",Automatic,"1,450,000 EGP",2015,1400,2026-03-21
Skoda,Octavia,"150,000 km",Automatic,"1,450,000 EGP",2016,3000,2026-03-21
